name,carbs_per_100g
"Yogurt, Greek, nonfat, peach, CHOBANI",11.9
"Yogurt, Greek, nonfat, plain, CHOBANI",3.43
"Yogurt, Greek, nonfat, raspberry, CHOBANI",11.98
"Butter, Clarified butter (ghee)",0
"Spices, allspice, ground",72.12
"Spices, anise seed",50.02
"Spices, basil, dried",47.75
"Spices, chervil, dried",49.1
"Spices, chili powder",49.7
"Spices, cinnamon, ground",80.59
"Spices, cloves, ground",65.53
"Spices, dill weed, dried",55.82
"Spices, fennel seed",52.29
"Spices, fenugreek seed",58.35
"Spices, garlic powder",72.73
"Spices, nutmeg, ground",49.29
"Spices, onion powder",79.12
"Spices, oregano, dried",68.92
"Spices, paprika",53.99
"Spices, poppy seed",28.13
"Spices, poultry seasoning",65.59
"Spices, pumpkin pie spice",69.28
"Spices, rosemary, dried",64.06
"Babyfood, vegetables, corn, creamed, junior",16.25
"Babyfood, fruit, bananas with tapioca, strained",15.3
"Babyfood, fruit, peaches, strained",14.48
"Babyfood, fruit, peaches, junior",14.48
"Babyfood, fruit, pears, strained",10.8
"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",18.7
"Babyfood, prunes, without vitamin c, strained",23.52
"Babyfood, fruit dessert, mango with tapioca",19
"Babyfood, pears, dices, toddler",13.6
"Babyfood, fruit, applesauce and pineapple, strained",10.1
"Babyfood, fruit, applesauce and pineapple, junior",10.5
"Babyfood, fruit, apple and raspberry, strained",15.6
"Babyfood, fruit, apple and raspberry, junior",15.4
"Babyfood, fruit, pears and pineapple, junior",11.4
"Babyfood, fruit, guava and papaya with tapioca, strained",17
"Babyfood, peaches, dices, toddler",11.8
"Babyfood, fruit, papaya and applesauce with tapioca, strained",18.9
"Babyfood, apple-banana juice",12.3
"Babyfood, juice, apple and peach",10.5
"Babyfood, juice, apple and prune",18.1
"Babyfood, juice, orange",10.2
"Babyfood, juice, orange and apple",10.1
"Babyfood, juice, prune and orange",16.8
"Babyfood, juice, mixed fruit",11.7
"Babyfood, cereal, barley, dry fortified",69.4
"Babyfood, cereal, whole wheat, with apples, dry fortified",83.2
"Babyfood, cereal, oatmeal, dry fortified",73.48
"Babyfood, cereal, oatmeal, with bananas, dry",78.07
"Babyfood, cereal, oatmeal, with applesauce and bananas, strained",15.62
"Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified",16.03
"Babyfood, cereal, with egg yolks, junior",7.1
"Babyfood, cereal, with eggs, strained",8
"Babyfood, cereal, egg yolks and bacon, junior",6.2
"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",74.1
"Babyfood, cookie, baby, fruit",73.7
"Babyfood, cookies, arrowroot",75.4
"Babyfood, pretzels",82.2
"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat",72.48
"Zwieback",74.2
"Babyfood, dessert, cherry vanilla pudding, junior",18.4
"Babyfood, dessert, fruit pudding, orange, strained",17.7
"Babyfood, dessert, peach cobbler, strained",17.8
"Babyfood, dessert, peach cobbler, junior",18.3
"Babyfood, dessert, fruit dessert, without ascorbic acid, junior",17.2
"Babyfood, dessert, tropical fruit, junior",16.4
"Babyfood, dessert, custard pudding, vanilla, strained",16
"Babyfood, dessert, custard pudding, vanilla, junior",17.58
"Babyfood, juice, apple and grape",11.34
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, liquid concentrate",13.21
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, ready-to-feed",6.7
"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted",53.57
"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed",7.39
"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, prepared from liquid concentrate",7.39
"Infant Formula, MEAD JOHNSON, ENFAMIL GENTLEASE, with iron, prepared from powder",7.6
"Babyfood, fortified cereal bar, fruit filling",68.63
"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted",56.5
"Infant formula, MEAD JOHNSON, ENFAMIL, Enfagrow, Soy, Toddler ready-to-feed",7.64
"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN AA, ready-to-feed",6.76
"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 20 calories, ready-to-feed",6.2
"Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 24 calories, ready-to-feed",8.88
"Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed",7.39
"Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA",6.69
"Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA",6.67
"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, ready-to-feed, with ARA and DHA",7.19
"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",61.59
"Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA",55
"Fat, beef tallow",0
"Lard",0
"Salad dressing, thousand island, commercial, regular",14.64
"Salad dressing, mayonnaise type, regular, with salt",14.78
"Salad dressing, french dressing, reduced fat",31.22
"Salad dressing, italian dressing, commercial, reduced fat",9.99
"Salad dressing, mayonnaise, imitation, soybean",16
"Salad dressing, mayonnaise, imitation, milk cream",11.1
"Salad dressing, mayonnaise, imitation, soybean without cholesterol",15.8
"Sandwich spread, with chopped pickle, regular, unspecified oils",22.4
"Oil, peanut, salad or cooking",0
"Oil, soybean, salad or cooking",0
"Oil, coconut",0
"Oil, olive, salad or cooking",0
"Salad dressing, french dressing, commercial, regular",18.79
"Margarine,spread, 35-39% fat, tub",1.52
"Salad dressing, french, home recipe",3.4
"Salad dressing, home recipe, vinegar and oil",2.5
"Salad dressing, mayonnaise, soybean oil, without salt",2.7
"Salad dressing, french, cottonseed, oil, home recipe",3.4
"Salad dressing, french dressing, fat-free",32.14
"Oil, cocoa butter",0
"Vegetable oil, palm kernel",0
"Oil, poppyseed",0
"Oil, tomatoseed",0
"Oil, teaseed",0
"Oil, soybean lecithin",0
"Oil, hazelnut",0
"Oil, babassu",0
"Oil, sheanut",0
"Oil, PAM cooking spray, original",20.69
"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub",0.59
"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)",1.39
"Oil, cooking and salad, ENOVA, 80% diglycerides",0
"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D",0.66
"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D",0.7
"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D",0.75
"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D",0.69
"Oil, industrial, soy, low linolenic",0
"Oil, industrial, soy, ultra low linolenic",0
"Oil, industrial, soy, fully hydrogenated",0
"Oil, industrial, cottonseed, fully hydrogenated",0
"Oil, flaxseed, contains added sliced flaxseed",0.39
"Mayonnaise, reduced fat, with olive oil",0
"Salad dressing, mayonnaise-type, light",16.4
"Chicken, broiler, rotisserie, BBQ, breast, meat only",0
"Chicken, broilers or fryers, meat and skin and giblets and neck, stewed",0.06
"Chicken, broilers or fryers, meat and skin, raw",0
"Chicken, broilers or fryers, meat and skin, cooked, fried, batter",9.42
"Chicken, broilers or fryers, meat and skin, cooked, fried, flour",3.15
"Chicken, broilers or fryers, meat and skin, cooked, roasted",0
"Chicken, broilers or fryers, meat only, cooked, stewed",0
"Chicken, broilers or fryers, skin only, raw",0
"Chicken, broilers or fryers, skin only, cooked, fried, batter",23.15
"Chicken, broilers or fryers, skin only, cooked, fried, flour",9.34
"Chicken, broilers or fryers, giblets, cooked, simmered",0
"Chicken, gizzard, all classes, raw",0
"Chicken, gizzard, all classes, cooked, simmered",0
"Chicken, heart, all classes, raw",0.71
"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, batter",9.5
"Chicken, broilers or fryers, light meat, meat and skin, cooked, fried, flour",1.82
"Chicken, broilers or fryers, light meat, meat and skin, cooked, roasted",0
"Chicken, broilers or fryers, light meat, meat and skin, cooked, stewed",0
"Chicken, broilers or fryers, dark meat, meat and skin, raw",0
"Chicken, broilers or fryers, light meat, meat only, raw",0
"Chicken, broilers or fryers, light meat, meat only, cooked, fried",0.42
"Chicken, broilers or fryers, light meat, meat only, cooked, roasted",0
"Chicken, broilers or fryers, light meat, meat only, cooked, stewed",0
"Chicken, broilers or fryers, separable fat, raw",0
"Chicken, broilers or fryers, back, meat and skin, raw",0
"Chicken, broilers or fryers, back, meat and skin, cooked, fried, batter",10.25
"Chicken, broilers or fryers, back, meat and skin, cooked, fried, flour",6.5
"Chicken, broilers or fryers, back, meat only, cooked, roasted",0
"Chicken, broilers or fryers, back, meat only, cooked, stewed",0
"Chicken, broilers or fryers, breast, meat and skin, raw",0
"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, batter",8.99
"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, flour",1.64
"Chicken, broilers or fryers, breast, meat only, cooked, roasted",0
"Chicken, broilers or fryers, breast, meat only, cooked, stewed",0
"Turkey, whole, meat and skin, cooked, roasted",0.06
"Turkey, whole, meat only, raw",0.14
"Turkey, whole, meat only, cooked, roasted",0
"Turkey, whole, skin (light and dark), raw",0.16
"Turkey, all classes, gizzard, cooked, simmered",0
"Turkey, all classes, heart, raw",0.4
"Turkey, all classes, heart, cooked, simmered",0
"Turkey, all classes, liver, raw",0
"Turkey, all classes, liver, cooked, simmered",0
"Turkey, dark meat, meat and skin, raw",0.15
"Turkey, whole, dark meat, meat and skin, cooked, roasted",0.07
"Turkey, whole, light meat, raw",0.14
"Turkey, all classes, light meat, cooked, roasted",0
"Turkey, all classes, breast, meat and skin, cooked, roasted",0
"Turkey, all classes, leg, meat and skin, raw",0
"Turkey, all classes, leg, meat and skin, cooked, roasted",0
"Turkey, all classes, wing, meat and skin, raw",0
"Turkey, whole, breast, meat only, cooked, roasted",0
"Turkey, whole, wing, meat only, raw",0.14
"Turkey, whole, wing, meat only, cooked, roasted",0
"Turkey, young hen, skin only, cooked, roasted",0
"Turkey and gravy, frozen",4.61
"Turkey breast, pre-basted, meat and skin, cooked, roasted",0
"Turkey thigh, pre-basted, meat and skin, cooked, roasted",0
"Turkey roast, boneless, frozen, seasoned, light and dark meat, raw",6.4
"Turkey, mechanically deboned, from turkey frames, raw",0
"Turkey, Ground, raw",0
"Turkey, Ground, cooked",0
"Chicken, cornish game hens, meat and skin, raw",0
"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)",3.84
"Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw",0
"Duck, young duckling, domesticated, White Pekin, breast, meat and skin, boneless, cooked, roasted",0
"Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled",0
"Chicken patty, frozen, uncooked",13.61
"Chicken patty, frozen, cooked",12.84
"Chicken breast tenders, breaded, cooked, microwaved",17.56
"Chicken breast tenders, breaded, uncooked",15.01
"Chicken, broiler, rotisserie, BBQ, wing, meat only",0.54
"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked",0
"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked",0
"Chicken, broilers or fryers, drumstick, rotisserie, original seasoning, meat only, cooked",0
"Chicken, broilers or fryers, rotisserie, original seasoning, skin only, cooked",0.11
"Chicken, broilers or fryers,  rotisserie, original seasoning, drumstick, meat and skin, cooked",0.02
"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat and skin, cooked",0.02
"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat and skin, cooked",0.04
"Chicken, broiler, rotisserie, BBQ, skin",0.7
"Turkey, drumstick, from whole bird, meat only, with added solution, raw",0.15
"Turkey, wing, from whole bird, meat only, with added solution, raw",0.14
"Turkey, wing, from whole bird, meat only, with added solution, roasted",0
"Turkey, retail parts, breast, meat and skin, raw",0
"Turkey, retail parts, breast, meat and skin, cooked, roasted",0.05
"Turkey, drumstick, from whole bird, meat only, roasted",0
"Turkey, thigh, from whole bird, meat only, raw",0.15
"Turkey, thigh, from whole bird, meat only, roasted",0
"Turkey, retail parts, thigh, meat and skin, raw",0
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled",0
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, braised",0
"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, grilled",0
"Soup, cream of asparagus, canned, condensed",8.52
"Soup, beef broth or bouillon canned, ready-to-serve",0.04
"Soup, beef noodle, canned, condensed",7.16
"Soup, cream of celery, canned, condensed",7.03
"Soup, cheese, canned, condensed",11.3
"Soup, chicken broth, canned, condensed",0.75
"Soup, chicken noodle, canned, condensed",6.07
"Soup, chicken rice, canned, chunky, ready-to-serve",5.41
"Soup, chicken with rice, canned, condensed",11.57
"Soup, chicken and vegetable, canned, ready-to-serve",4.68
"Soup, clam chowder, new england, canned, condensed",10.32
"Soup, beef broth bouillon and consomme, canned, condensed",0.32
"Soup, lentil with ham, canned, ready-to-serve",8.16
"Soup, minestrone, canned, chunky, ready-to-serve",8.64
"Soup, onion, canned, condensed",6.68
"Soup, cream of onion, canned, condensed",10.4
"Soup, oyster stew, canned, condensed",3.32
"Soup, pea, green, canned, condensed",20.18
"Soup, pea, split with ham, canned, chunky, ready-to-serve",11.17
"CAMPBELL'S, Chicken Noodle Soup, condensed",5.97
"Soup, tomato rice, canned, condensed",17.08
"Soup, turkey, chunky, canned, ready-to-serve",5.96
"Soup, chunky vegetable, canned, ready-to-serve",7.9
"Soup, beef broth or bouillon, powder, dry",17.4
"Soup, beef broth, cubed, dry",16.1
"Soup, chicken broth or bouillon, dry",18.01
"Soup, chicken broth cubes, dry",23.5
"Gravy, beef, canned, ready-to-serve",4.81
"Gravy, brown, dry",59.38
"Gravy, chicken, canned or bottled, ready-to-serve",5.29
"Gravy, chicken, dry",62.09
"Gravy, turkey, canned, ready-to-serve",5.1
"Gravy, turkey, dry",65.12
"Gravy, unspecified type, dry",58
"Soup, chicken noodle, dry, mix",62.32
"Soup, beef mushroom, canned, prepared with equal volume water",2.6
"Soup, chicken mushroom, canned, prepared with equal volume water",3.8
"Soup, tomato bisque, canned, prepared with equal volume water",9.6
"Sauce, peanut, made from coconut, water, sugar, peanuts",28.46
"SMART SOUP, Santa Fe Corn Chowder",11.2
"SMART SOUP, French Lentil",9.5
"SMART SOUP, Greek Minestrone",8.4
"Sauce, pesto, ready-to-serve, refrigerated",10.09
"Sauce, pesto, ready-to-serve, shelf stable",6.14
"Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated",10.09
"Sauce, pesto, CLASSICO, basil pesto, ready-to-serve",6.93
"Soup, vegetable broth, ready to serve",0.93
"Sauce, cheese sauce mix, dry",60.52
"Soup, chicken corn chowder, chunky, ready-to-serve, single brand",7.5
"Soup, bean with bacon, condensed, single brand",18
"Soup, tomato, canned, condensed, reduced sodium",13.41
"Gravy, brown instant, dry",59.78
"Gravy, instant beef, dry",61.1
"Gravy, instant turkey, dry",57.56
"Soup, tomato, low sodium, with water",6.57
"Soup, pea, low sodium, prepared with equal volume water",9.88
"Soup, chicken noodle, low sodium, canned, prepared with equal volume water",2.95
"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water",6.06
"Sauce, tomato chili sauce, bottled, with salt",19.79
"Soup, vegetable chicken, canned, prepared with water, low sodium",8.76
"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium",8.06
"Gravy, meat or poultry, low sodium, prepared",6.16
"Gravy, HEINZ Home Style, savory beef",6.24
"Gravy, CAMPBELL'S, chicken",5.87
"Barbecue loaf, pork, beef",6.4
"Soup, cream of chicken, canned, condensed, reduced sodium",9.5
"Sauce, alfredo mix, dry",36.52
"Sauce, peppers, hot, chili, mature red, canned",3.9
"Sauce, chili, peppers, hot, immature green, canned",5
"Fish broth",0.4
"Soup, cream of mushroom, low sodium, ready-to-serve, canned",4.53
"Potato soup, instant, dry mix",76.14
"Soup, chicken broth, low sodium, canned",1.2
"Sauce, worcestershire",19.17
"Soup, beef and mushroom, low sodium, chunk style",9.58
"Soup, beef stroganoff, canned, chunky style, ready-to-serve",9
"Soup, bouillon cubes and granules, low sodium, dry",64.88
"Soup, ramen noodle, beef flavor, dry",60.34
"Soup, ramen noodle, chicken flavor, dry",60.23
